#name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
negative_train.txt_Q13412,0.032883186,0.014090214,-0.022909291,-0.098434106,-0.019585478,0.02689681,-0.017510103,-0.1145279,-0.029976503,-0.004896572,0.017988399,0.035254235,0.043556404,0.005028848,-0.112461678,0.087759682,0.108233326,-0.029181355,0.059449059,0.018342824
negative_train.txt_Q9UHM2.1,0.062940585,-0.028577035,-0.022002376,-0.068730102,-0.056717082,0.004144464,-0.027450734,-0.072880027,-0.040293827,0.042208642,0.058962,-0.016833661,0.069752993,0.038816136,-0.063347026,0.0786712,0.112632998,-0.128535487,0.011302388,0.045935952
negative_train.txt_P26442.1,0.116480644,0.019469503,0.004545495,-0.04187403,-0.049576072,0.047395937,0.021648447,-0.031838391,-0.059306537,-0.015934249,0.00660081,0.039880043,0.042424549,-0.090604402,-0.020288649,0.129081812,0.100805685,-0.173160391,-0.070348548,0.024598344
negative_train.txt_Q07815.1,0.056929321,0.100949731,0.056128699,0.001427505,-0.103362826,0.10408034,0.071716363,0.050946482,0.000569623,-0.119917816,-0.090910847,0.07726955,0.015017777,-0.133672354,0.018476919,0.119059061,0.045645483,-0.112109161,-0.081584401,-0.076659448
negative_train.txt_P50290,0.040955127,0.020516744,-0.014201924,-0.044443003,-0.068717072,0.061889188,0.021088249,-0.072319756,-0.034913741,0.026829778,0.048587139,0.02823023,0.082397919,-0.064507296,-0.062313997,0.06405352,0.07700066,-0.133612508,-0.026775656,0.050256401
negative_train.txt_Q13892.1,0.109162929,0.038808076,0.061533598,-0.027334763,-0.141358733,0.109009746,0.067847235,-0.026648158,-0.026711218,-0.042444381,-0.027859848,0.114695506,0.02582695,-0.120284324,-0.024544485,0.10952744,0.09882642,-0.219186824,-0.087830019,0.008964853
negative_train.txt_Q9H0C6.1,0.071805234,-0.032931696,0.006170318,-0.042081635,-0.061338011,0.0488468,0.008315252,-0.025440229,-0.007014904,0.00839538,0.023062168,0.007248263,0.056370179,-0.036507858,-0.066706458,0.087271018,0.073790749,-0.145213225,0.000903546,0.025055109
negative_train.txt_Q9BXQ7.1,0.134368854,0.045826504,0.021227112,-0.041283653,-0.061192306,0.053442992,0.017688088,0.010999727,-0.053877622,-0.02713548,-0.002077876,0.042408104,0.037240422,-0.110293854,-0.014168899,0.124779406,0.086814795,-0.190561973,-0.088521115,0.014316773
negative_train.txt_Q96JD4.2,0.05297634,0.021525173,0.007898716,-0.039766844,-0.07583684,0.076504416,0.036256785,-0.072468374,-0.008479483,-0.008862066,-0.005062914,0.028013068,0.045737674,-0.040754439,-0.069035808,0.079047757,0.086275762,-0.128541182,-0.005502895,0.020075153
negative_train.txt_Q9H9Y3.1,0.101943089,0.051386439,0.026501879,-0.003926412,-0.078614594,0.08714141,0.056464771,0.029671873,-0.020686072,-0.086467836,-0.065059106,0.059905158,0.015496049,-0.112944138,-0.003416551,0.113925983,0.054507192,-0.128476244,-0.06414223,-0.033210661
negative_train.txt_Q8WWP8.1,0.033867465,-0.072487494,-0.037850419,-0.111783796,-0.022399676,-0.020414345,-0.06810877,-0.131000826,-0.085342723,0.148890608,0.130058908,-0.066951363,0.127400629,0.056713646,-0.111754119,0.051742646,0.12710039,-0.109799524,0.018591689,0.143527076
negative_train.txt_Q8WWP5.1,0.094021506,-0.028697206,-0.034380013,-0.07242936,-0.045260636,0.0143186,-0.008602259,-0.041683481,-0.041270153,0.030137252,0.036238346,0.002625874,0.057437833,-0.029366158,-0.041317165,0.087657746,0.107271819,-0.139734277,-0.011682291,0.064714023
negative_train.txt_Q8TCU8.1,0.084872883,0.05041669,0.01425986,-0.013016439,-0.086888194,0.087778641,0.077883997,-0.039614456,-0.013802589,-0.027186977,-0.012252984,0.059865849,0.04383584,-0.098863156,-0.054138766,0.085646806,0.051887716,-0.171511135,-0.05470374,0.015530152
negative_train.txt_Q96IN3.1,0.096876787,0.035351531,0.049637245,-0.006708851,-0.075343234,0.080729572,0.053508087,0.002248714,-0.012431721,-0.075493228,-0.050000617,0.056632692,0.012167244,-0.110305399,-0.010823272,0.131436911,0.080431164,-0.175453182,-0.060452809,-0.022007633
negative_train.txt_Q8N9R9.1,0.11242978,-0.004213368,0.00505992,-0.033622985,-0.044264555,0.046637958,0.016347518,-0.020134039,-0.025970623,-0.043771444,-0.024106541,0.024744642,0.039557659,-0.095177137,0.057930113,0.124638182,0.078560562,-0.15431815,-0.0606295,0.000302007
negative_train.txt_Q96MM1.1,0.079277886,0.033472985,0.031910597,-0.037219337,-0.083809671,0.062125931,0.030797131,0.019092921,-0.03981933,-0.045286745,-0.011170723,0.051215724,0.043601147,-0.096299958,-0.030350331,0.103012147,0.081821751,-0.123999607,-0.067107481,-0.001265036
negative_train.txt_Q13653.2,0.102677084,-0.042327585,-0.086207686,-0.120268303,0.059127442,0.022879936,-0.048458926,-0.102434961,-0.090460171,0.1054393,0.118094689,-0.043922667,0.115814888,-0.053789751,-0.044688856,0.050739642,0.10526812,-0.138491148,-0.040169532,0.131178484
negative_train.txt_Q8TDN8.1,0.090725539,-0.013907493,0.025644998,-0.063977197,-0.067598764,0.022257613,-0.003668297,-0.038182136,0.034400225,-0.047890224,-0.046088307,0.009918116,0.007441356,-0.013412649,-0.036471323,0.126401727,0.132366948,-0.130594573,0.018310148,-0.005675706
negative_train.txt_Q9H493.1,0.119630064,0.020794125,0.01006614,-0.047921793,-0.060988263,0.032386084,0.012506175,-0.026651854,-0.027823607,-0.007562118,0.016187129,0.027703179,0.038380582,-0.06101236,-0.019315379,0.101660305,0.063011156,-0.167327774,-0.045176789,0.021454997
negative_train.txt_Q9UN11.1,0.096344556,-0.053312552,-0.046100499,-0.088550298,-0.009426107,0.027842852,-0.027394966,-0.05012752,-0.070957363,0.045825586,0.071093821,-0.023309804,0.080467557,-0.032779501,-0.049611415,0.103425781,0.127959715,-0.141699926,-0.033950776,0.07426086
negative_train.txt_P58622.2,0.111065412,-0.013938969,-0.012095564,-0.091921638,-0.040946121,0.034891425,-0.008744232,-0.076454323,-0.076395589,0.02957124,0.048379452,0.010425693,0.065498995,-0.065747422,-0.00086311,0.09877598,0.122886924,-0.152281893,-0.053624123,0.071517861
negative_train.txt_Q8TCX9.1,0.036368614,0.007484928,-0.005239812,-0.081087402,-0.061007135,0.030772092,-0.008784913,-0.080443185,-0.027643762,0.031838214,0.07740865,-0.014679296,0.084910177,-0.030275436,-0.064189127,0.072430746,0.136499109,-0.141987197,-0.013617338,0.051242074
negative_train.txt_P58556.2,0.105116854,0.030179607,-0.001323195,-0.035551322,-0.064142925,0.070383796,0.037990371,-0.048018899,-0.012508891,-0.03688426,-0.003959925,0.050321207,0.043082586,-0.104720412,0.040712853,0.102433988,0.062578819,-0.18069643,-0.059406847,0.004413025
