#name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147
negative_train.txt_Q13412,0.21569,0.33333,0.45098,0.33333,0.21569,0.45098,0.54902,0.23529,0.21569,0.23529,0.31373,0.45098,0.15686,0.80392,0.039216,0.33333,0.5098,0.15686,0.43137,0.21569,0.35294,9.803922,11.76471,35.29412,52.94118,96.07843,13.72549,25.4902,45.09804,70.58824,100,1.960784,15.68627,50.98039,76.47059,98.03922,5.882353,19.60784,45.09804,74.5098,100,3.921569,9.803922,23.52941,68.62745,94.11765,1.960784,29.41176,47.05882,66.66667,98.03922,1.960784,21.56863,50.98039,76.47059,98.03922,13.72549,31.37255,58.82353,74.5098,100,9.803922,11.76471,35.29412,52.94118,96.07843,13.72549,31.37255,58.82353,74.5098,100,3.921569,9.803922,23.52941,76.47059,94.11765,1.960784,29.41176,47.05882,66.66667,98.03922,29.41176,35.29412,49.01961,56.86275,96.07843,1.960784,21.56863,50.98039,74.5098,100,11.76471,11.76471,11.76471,11.76471,23.52941,1.960784,23.52941,49.01961,68.62745,98.03922,3.921569,17.64706,41.17647,66.66667,94.11765,19.60784,43.13725,58.82353,74.5098,100,3.921569,21.56863,54.90196,74.5098,94.11765,9.803922,11.76471,35.29412,52.94118,96.07843,1.960784,19.60784,45.09804,70.58824,100,0.1,0.26,0.4,0.18,0.28,0.18,0.32,0.3,0.06,0.14,0.24,0.22,0.28,0,0.08,0.42,0.08,0.18,0.24,0.36,0.12
negative_train.txt_Q9UHM2.1,0.18947,0.36316,0.44737,0.40526,0.32632,0.26842,0.45263,0.33684,0.21053,0.32105,0.41053,0.26842,0.068421,0.85263,0.078947,0.35263,0.35263,0.29474,0.53158,0.18947,0.27895,5.789474,35.78947,64.73684,78.94737,95.78947,1.052632,25.26316,49.47368,74.73684,99.47368,0.5263158,16.31579,44.21053,65.26316,100,1.052632,27.89474,48.42105,73.68421,99.47368,1.578947,16.31579,52.63158,70,100,0.5263158,19.47368,45.78947,76.31579,98.94737,0.5263158,16.31579,44.73684,65.26316,100,1.052632,25.26316,48.42105,74.21053,99.47368,5.789474,35.78947,67.36842,83.15789,98.94737,1.052632,26.84211,46.84211,73.68421,97.89474,1.578947,21.57895,53.15789,73.15789,100,0.5263158,19.47368,45.78947,76.31579,98.94737,23.68421,29.47368,67.36842,78.42105,95.78947,0.5263158,22.63158,48.42105,73.15789,100,6.842105,21.57895,55.26316,64.73684,91.05263,0.5263158,27.36842,55.26316,76.31579,98.94737,2.631579,21.05263,46.31579,71.05263,100,1.052632,23.15789,47.36842,74.21053,99.47368,1.578947,22.10526,44.73684,66.84211,100,5.789474,35.78947,64.73684,78.94737,95.78947,0.5263158,21.05263,47.89474,76.84211,99.47368,0.15344,0.13228,0.3545,0.30159,0.24868,0.17989,0.32275,0.15344,0.16402,0.25397,0.20106,0.22751,0.11111,0.015873,0.12169,0.20106,0.2381,0.19577,0.1746,0.26455,0.11111
negative_train.txt_P26442.1,0.2322,0.46749,0.30031,0.51703,0.30031,0.18266,0.3096,0.44582,0.24458,0.39319,0.42415,0.18266,0.10526,0.82043,0.074303,0.40867,0.24149,0.34985,0.4644,0.2322,0.30341,0.619195,10.52632,43.34365,74.9226,98.76161,1.23839,24.7678,53.56037,73.99381,100,0.3095975,31.26935,44.58204,70.58824,99.07121,0.9287926,23.83901,52.01238,73.99381,100,2.786378,32.19814,46.74923,75.5418,99.07121,0.3095975,16.09907,39.93808,69.65944,98.14241,0.3095975,32.19814,44.58204,73.37461,99.07121,1.23839,24.14861,53.56037,73.99381,100,0.619195,12.3839,47.05882,74.9226,98.76161,0.9287926,22.91022,50.4644,73.68421,100,1.857585,29.10217,51.70279,75.5418,99.07121,0.3095975,16.09907,39.93808,69.65944,98.14241,0.619195,15.47988,33.43653,71.20743,98.14241,0.3095975,28.17337,50.1548,73.99381,100,0.9287926,9.287926,47.05882,76.78019,98.76161,0.3095975,17.64706,43.34365,74.30341,99.07121,1.857585,35.60372,51.70279,73.37461,96.90402,0.9287926,22.60062,50.77399,80.18576,100,1.547988,30.03096,48.29721,72.75542,100,0.619195,10.52632,43.34365,74.9226,98.76161,0.3095975,24.14861,54.79876,73.99381,99.6904,0.18944,0.12112,0.2795,0.28261,0.1677,0.083851,0.26087,0.13354,0.18944,0.32298,0.13354,0.11801,0.14907,0.012422,0.1118,0.15528,0.2764,0.20497,0.19255,0.28882,0.11801
negative_train.txt_Q07815.1,0.31707,0.46341,0.21951,0.4878,0.19512,0.31707,0.21951,0.43902,0.34146,0.34146,0.34146,0.31707,0.17073,0.73171,0.097561,0.39024,0.17073,0.43902,0.34146,0.31707,0.34146,4.878049,17.07317,41.46341,58.53659,97.56098,7.317073,19.5122,46.34146,65.85366,100,2.439024,29.26829,51.21951,73.17073,87.80488,4.878049,19.5122,46.34146,70.73171,100,14.63415,17.07317,39.02439,43.90244,82.92683,2.439024,36.58537,60.97561,78.04878,97.56098,2.439024,29.26829,51.21951,73.17073,87.80488,7.317073,19.5122,46.34146,65.85366,100,4.878049,17.07317,43.90244,60.97561,97.56098,4.878049,9.756098,31.70732,53.65854,100,14.63415,19.5122,43.90244,70.73171,95.12195,2.439024,36.58537,60.97561,78.04878,97.56098,21.95122,21.95122,58.53659,85.36585,97.56098,2.439024,24.39024,51.21951,70.73171,100,4.878049,4.878049,14.63415,41.46341,48.78049,2.439024,21.95122,48.78049,82.92683,97.56098,29.26829,29.26829,51.21951,73.17073,80.4878,4.878049,12.19512,34.14634,63.41463,100,7.317073,24.39024,46.34146,56.09756,82.92683,4.878049,17.07317,41.46341,58.53659,97.56098,2.439024,19.5122,63.41463,75.60976,100,0.35,0.2,0.175,0.175,0.4,0.075,0.175,0.2,0.35,0.15,0.225,0.25,0.35,0,0.2,0.15,0.325,0.15,0.275,0.175,0.275
negative_train.txt_P50290,0.2807,0.31579,0.40351,0.35088,0.38596,0.26316,0.42105,0.26316,0.31579,0.26316,0.47368,0.26316,0.12281,0.77193,0.10526,0.45614,0.24561,0.29825,0.45614,0.2807,0.26316,8.77193,29.82456,47.36842,66.66667,94.73684,5.263158,24.5614,70.17544,82.45614,100,1.754386,14.03509,36.84211,63.15789,98.24561,5.263158,21.05263,57.89474,82.45614,100,3.508772,14.03509,42.10526,54.38596,92.98246,1.754386,28.07018,59.64912,77.19298,98.24561,1.754386,19.29825,38.59649,63.15789,98.24561,5.263158,17.54386,70.17544,87.7193,100,8.77193,29.82456,56.14035,66.66667,94.73684,5.263158,15.78947,57.89474,82.45614,100,3.508772,19.29825,40.35088,56.14035,92.98246,1.754386,28.07018,59.64912,77.19298,98.24561,26.31579,26.31579,47.36842,77.19298,94.73684,1.754386,21.05263,49.12281,75.4386,100,8.77193,8.77193,43.85965,56.14035,68.42105,1.754386,26.31579,47.36842,71.92982,94.73684,7.017544,21.05263,38.59649,50.87719,98.24561,5.263158,17.54386,66.66667,80.70175,100,3.508772,21.05263,50.87719,78.94737,100,8.77193,29.82456,47.36842,66.66667,94.73684,1.754386,15.78947,35.08772,71.92982,96.49123,0.125,0.30357,0.28571,0.26786,0.21429,0.19643,0.23214,0.32143,0.14286,0.23214,0.14286,0.26786,0.23214,0.017857,0.125,0.125,0.28571,0.16071,0.28571,0.26786,0.14286
negative_train.txt_Q13892.1,0.32243,0.38785,0.28972,0.41121,0.34579,0.24299,0.29439,0.35981,0.34579,0.35514,0.40187,0.24299,0.15421,0.76168,0.084112,0.47664,0.22897,0.29439,0.42056,0.32243,0.25701,2.336449,27.57009,45.3271,73.83178,95.79439,1.869159,15.88785,46.26168,68.2243,98.59813,0.4672897,35.51402,56.07477,83.64486,100,1.869159,16.35514,50,74.29907,98.13084,0.9345794,37.85047,54.20561,74.76636,100,0.4672897,26.63551,42.52336,73.36449,99.06542,0.4672897,35.51402,56.07477,84.11215,100,1.869159,15.42056,46.26168,68.2243,97.66355,2.336449,27.1028,45.3271,73.36449,95.79439,1.869159,16.35514,46.26168,68.69159,97.66355,0.9345794,36.4486,56.07477,77.1028,100,0.4672897,26.63551,42.52336,73.36449,99.06542,2.336449,20.09346,33.64486,70.09346,94.39252,0.4672897,23.83178,49.53271,72.42991,100,16.35514,33.17757,71.49533,80.84112,95.79439,0.4672897,27.1028,53.27103,76.63551,100,0.9345794,28.97196,47.19626,63.5514,99.06542,1.869159,13.5514,45.3271,74.29907,97.66355,0.9345794,26.16822,53.73832,77.57009,100,2.336449,27.57009,45.3271,73.83178,95.79439,0.4672897,13.5514,44.85981,67.28972,98.59813,0.23474,0.22535,0.20657,0.23944,0.15493,0.16901,0.1831,0.23944,0.23005,0.22066,0.11737,0.20657,0.23474,0.0093897,0.11268,0.18779,0.21596,0.14085,0.31455,0.30986,0.14554
negative_train.txt_Q9H0C6.1,0.23077,0.40385,0.36538,0.38462,0.39423,0.22115,0.40385,0.31731,0.27885,0.31731,0.46154,0.22115,0.057692,0.85577,0.086538,0.41346,0.25,0.33654,0.5,0.23077,0.26923,1.923077,19.23077,53.84615,78.84615,99.03846,2.884615,23.07692,42.30769,61.53846,96.15385,0.9615385,26.92308,51.92308,76.92308,100,2.884615,27.88462,47.11538,68.26923,95.19231,1.923077,22.11538,50.96154,73.07692,98.07692,0.9615385,13.46154,44.23077,88.46154,100,0.9615385,26.92308,50.96154,76.92308,100,2.884615,27.88462,45.19231,61.53846,95.19231,1.923077,13.46154,44.23077,72.11538,99.03846,2.884615,27.88462,45.19231,63.46154,95.19231,1.923077,25,50.96154,75.96154,98.07692,0.9615385,13.46154,44.23077,88.46154,100,11.53846,11.53846,44.23077,62.5,99.03846,0.9615385,25,49.03846,74.03846,100,1.923077,7.692308,31.73077,72.11538,92.30769,0.9615385,20.19231,50,73.07692,99.03846,2.884615,18.26923,43.26923,69.23077,100,3.846154,29.80769,52.88462,75,95.19231,5.769231,28.84615,50.96154,75,100,1.923077,19.23077,53.84615,78.84615,99.03846,0.9615385,15.38462,42.30769,64.42308,96.15385,0.15534,0.21359,0.31068,0.3301,0.21359,0.15534,0.29126,0.25243,0.19417,0.32039,0.18447,0.18447,0.097087,0.019417,0.13592,0.18447,0.29126,0.23301,0.27184,0.28155,0.097087
negative_train.txt_Q9BXQ7.1,0.25806,0.49194,0.25,0.53226,0.29839,0.16935,0.25,0.47581,0.27419,0.42742,0.40323,0.16935,0.12903,0.81452,0.056452,0.44355,0.17742,0.37903,0.49194,0.25806,0.25,2.419355,17.74194,41.93548,70.16129,94.35484,0.8064516,26.6129,50.80645,72.58065,100,3.225806,35.48387,57.25806,79.03226,95.96774,0.8064516,23.3871,51.6129,73.3871,100,3.225806,29.03226,50,75,95.96774,2.419355,17.74194,36.29032,58.06452,90.32258,3.225806,35.48387,57.25806,79.03226,95.96774,0.8064516,25.80645,51.6129,75.80645,100,2.419355,17.74194,36.29032,65.32258,94.35484,0.8064516,21.77419,47.58065,70.96774,100,3.225806,32.25806,52.41935,79.03226,97.58065,2.419355,17.74194,36.29032,58.06452,90.32258,2.419355,16.93548,36.29032,55.64516,88.70968,0.8064516,29.03226,52.41935,75.80645,100,4.032258,4.032258,21.77419,63.70968,82.25806,2.419355,18.54839,39.51613,66.12903,100,1.612903,40.32258,58.06452,87.09677,96.77419,0.8064516,21.77419,52.41935,75.80645,99.19355,0.8064516,26.6129,44.35484,68.54839,100,2.419355,17.74194,41.93548,70.16129,94.35484,1.612903,30.64516,54.83871,80.64516,99.19355,0.26829,0.17073,0.20325,0.33333,0.21951,0.089431,0.20325,0.17073,0.28455,0.3252,0.21138,0.097561,0.21138,0.03252,0.081301,0.13821,0.4065,0.10569,0.29268,0.26016,0.14634
negative_train.txt_Q96JD4.2,0.29412,0.36765,0.33824,0.36765,0.33088,0.30147,0.375,0.28676,0.33824,0.28676,0.41176,0.30147,0.11029,0.79412,0.095588,0.42647,0.33824,0.23529,0.41912,0.29412,0.28676,2.205882,21.32353,47.79412,70.58824,99.26471,1.470588,22.05882,50.73529,74.26471,100,0.7352941,26.47059,49.26471,73.52941,98.52941,1.470588,17.64706,40.44118,72.05882,100,5.882353,20.58824,47.79412,75,99.26471,0.7352941,30.14706,58.82353,72.79412,97.79412,0.7352941,27.20588,50,78.67647,98.52941,1.470588,16.17647,40.44118,72.05882,100,2.205882,21.32353,51.47059,70.58824,99.26471,1.470588,16.17647,37.5,72.05882,100,5.882353,23.52941,49.26471,75,99.26471,0.7352941,30.14706,58.82353,72.79412,97.79412,3.676471,18.38235,59.55882,70.58824,88.23529,0.7352941,26.47059,48.52941,73.52941,100,2.205882,8.088235,37.5,75,99.26471,0.7352941,19.11765,56.61765,77.94118,99.26471,5.882353,32.35294,50,73.52941,100,1.470588,14.70588,38.97059,62.5,91.91176,1.470588,24.26471,44.11765,69.85294,98.52941,2.205882,21.32353,47.79412,70.58824,99.26471,0.7352941,17.64706,52.20588,77.20588,100,0.20741,0.17778,0.25926,0.28148,0.27407,0.19259,0.25926,0.22222,0.19259,0.24444,0.20741,0.25926,0.12593,0.037037,0.14074,0.27407,0.17778,0.19259,0.21481,0.21481,0.17037
negative_train.txt_Q9H9Y3.1,0.3,0.45,0.25,0.51667,0.21667,0.26667,0.25556,0.42222,0.32222,0.38889,0.34444,0.26667,0.12778,0.77222,0.1,0.41111,0.21667,0.37222,0.45,0.3,0.25,1.111111,25.55556,45,74.44444,98.33333,3.333333,21.66667,50,75.55556,100,0.5555556,28.33333,48.88889,66.66667,98.88889,1.666667,25,52.22222,77.22222,100,2.777778,26.11111,49.44444,76.66667,98.33333,0.5555556,22.22222,40.55556,63.88889,98.88889,0.5555556,28.33333,49.44444,68.33333,98.88889,3.333333,22.77778,50.55556,77.22222,100,1.111111,23.88889,44.44444,73.33333,98.33333,1.666667,24.44444,52.77778,75,96.66667,2.222222,27.22222,51.66667,78.88889,100,0.5555556,22.22222,40.55556,63.88889,98.88889,1.111111,11.11111,31.11111,55,82.77778,0.5555556,25,51.11111,77.77778,100,1.666667,36.66667,53.33333,72.22222,94.44444,0.5555556,20.55556,40.55556,70,98.88889,2.222222,34.44444,51.66667,66.66667,97.77778,1.666667,25,51.11111,79.44444,100,2.222222,20,49.44444,70,97.22222,1.111111,25.55556,45,74.44444,98.33333,0.5555556,26.66667,47.77778,75.55556,100,0.30726,0.12849,0.23464,0.22346,0.32961,0.13408,0.22346,0.13966,0.31844,0.30168,0.24581,0.21788,0.21229,0.03352,0.12291,0.15084,0.3352,0.16201,0.25698,0.24581,0.17877
